x86,arm,code
488b05e42e0000 488d50ff 488955d8 4889c2 4989d0 41b900000000 4889c2 4889d6 bf00000000 4889c2 b810000000 4883e801 4801d0 b910000000 ba00000000 48f7f1 486bc010 4829c4 4889e0 4883c000 488945d0,b0000088 91010108 f9400108 d1000509 f9001fa9 aa0803e9 aa0903e6 d2800007 d37dfcc9 d37df0e3 aa030123 d37df0c2 aa0803e2 aa0203e4 d2800005 d37dfc82 d37df0a1 aa010041 d37df080 aa0803e0 91003c00 d344fc00 d37cec00 cb2063ff 910003e0 91000000 f9001ba0,"	char number[max];
"
48c745e000000000,f90023bf,"	long long int len,i,count=0;
"
bf08204000 b800000000 e880feffff,90000000 91224000 97ffff9b,"	printf(""Enter a Number: "");
"
488b45d0 4889c6 bf19204000 b800000000 e87afeffff,f9401ba1 90000000 9122a000 97ffff93,"	scanf(""%s"",number);
"
488b45d0 4889c7 e84efeffff 488945c8,f9401ba0 97ffff81 f90017a0,"	len=strlen(number);
"
48c745e800000000 eb30 488345e801 488b45c8 4889c2 48c1ea3f 4801d0 48d1f8 483945e8 7cb9,f90027bf 14000013 f94027a0 91000400 f90027a0 f94017a0 d37ffc01 8b000020 9341fc00 aa0003e1 f94027a0 eb01001f 54fffceb,"	for(i=0;i<len/2;i++)
"
488b55d0 488b45e8 4801d0 0fb610 488b45c8 482b45e8 488d48ff 488b45d0 0fb60408 38c2 7505,f9401ba1 f94027a0 8b000020 39400001 f94017a2 f94027a0 cb000040 d1000400 f9401ba2 38606840 6b00003f 54000081,"		if(number[i]==number[len-i-1])
"
488345e001,f94023a0 91000400 f90023a0,"				count++;
"
488b45c8 4889c2 48c1ea3f 4801d0 48d1f8 483945e0 7518,f94017a0 d37ffc01 8b000020 9341fc00 aa0003e1 f94023a0 eb01001f 540000c1,"	if(count==len/2)
"
488b45d0 4889c6 bf20204000 b800000000 e8dcfdffff eb16,f9401ba1 90000000 9122c000 97ffff6c 14000005,"		printf(""The entered number %s is a palindrome\n"",number);
"
488b45d0 4889c6 bf48204000 b800000000 e8c4fdffff,f9401ba1 90000000 91236000 97ffff67,"		printf(""The entered number %s is not a palindrome\n"",number);
"
b800000000 4889dc,52800000 9100027f,"	return 0;
"
488b5df8 c9 c3 660f1f440000,910003bf f9400bf3 a8c57bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"int main() {
"
c745f800000000,b9001bff,"   unsigned int number, temp, droot = 0;
"
bf04204000 b800000000 e8dcfeffff,90000000 911f0000 97ffffb5,"   printf(""Enter a positive number: "");
"
488d45f0 4889c6 bf1e204000 b800000000 e8d6feffff,910043e0 aa0003e1 90000000 911f8000 97ffffac,"   scanf(""%u"", &number);
"
8b45f0 8945fc,b94013e0 b9001fe0,"   temp = number;
"
eb5e 837dfc00 759c,14000021 b9401fe0 7100001f 54fffbc1,"   while(temp != 0) {
"
8b4dfc 89ca b8cdcccccc 480fafc2 48c1e820 89c2 c1ea03 89d0 c1e002 01d0 01c0 29c1 89ca 8955f4,b9401fe2 529999a0 72b99980 9ba07c40 d360fc00 53037c01 2a0103e0 531e7400 0b010000 531f7800 4b000041 b90017e1,"      int digit = temp % 10;
"
8b45f4 0145f8,b94017e0 b9401be1 0b000020 b9001be0,"      droot += digit;
"
8b45fc 89c2 b8cdcccccc 480fafc2 48c1e820 c1e803 8945fc,b9401fe1 529999a0 72b99980 9ba07c20 d360fc00 53037c00 b9001fe0,"      temp /=10;
"
837dfc00 7513 837df809 760d,b9401fe0 7100001f 540000e1 b9401be0 7100241f 54000089,"      if(temp == 0 && droot > 9) {
"
8b45f8 8945fc,b9401be0 b9001fe0,"         temp = droot;
"
c745f800000000,b9001bff,"         droot = 0;
"
8b45f0 8b55f8 89c6 bf21204000 b800000000 e843feffff,b94013e0 b9401be2 2a0003e1 90000000 911fa000 97ffff84,"   printf(""The digital root of %u is %u\n"", number, droot);
"
b800000000,52800000,"   return 0;
"
c9 c3 662e0f1f840000000000 6690,a8c27bfd d65f03c0,"}
"
55 4889e5 4881ece0000000,a9b17bfd 910003fd,"int main() {
"
bf04204000 b800000000 e8e0feffff,90000000 91268000 97ffffb6,"  printf(""How many elements?"");
"
488d852cffffff 4889c6 bf17204000 b800000000 e8d7feffff,910073e0 aa0003e1 90000000 9126e000 97ffffad,"  scanf(""%d"", & n);
"
bf1a204000 b800000000 e8b8feffff,90000000 91270000 97ffffae,"  printf(""\nEnter array elements:"");
"
c745fc00000000 eb2a 8345fc01 8b852cffffff 3945fc 7ccb,b900efff 1400000c b940efe0 11000400 b900efe0 b9401fe0 b940efe1 6b00003f 54fffe4b,"  for (i = 0; i < n; i++)
"
488d8530ffffff 8b55fc 4863d2 48c1e202 4801d0 4889c6 bf17204000 b800000000 e899feffff,910083e1 b980efe0 d37ef400 8b000020 aa0003e1 90000000 9126e000 97ffffa0,"    scanf(""%d"", & a[i]);
"
8b852cffffff 8d50ff 488d8530ffffff be00000000 4889c7 e84b000000,b9401fe0 51000401 910083e0 2a0103e2 52800001 94000018,"  quick_sort(a, 0, n - 1);
"
bf31204000 b800000000 e84efeffff,90000000 91276000 97ffff94,"  printf(""\nArray after sorting:"");
"
c745fc00000000 eb21 8345fc01 8b852cffffff 3945fc 7cd4,b900efff 1400000c b940efe0 11000400 b900efe0 b9401fe0 b940efe1 6b00003f 54fffe4b,"  for (i = 0; i < n; i++)
"
8b45fc 4898 8b848530ffffff 89c6 bf47204000 b800000000 e828feffff,b980efe0 d37ef400 910083e1 b8606820 2a0003e1 90000000 9127c000 97ffff8a,"    printf(""%d "", a[i]);
"
b800000000,52800000,"  return 0;
"
c9 c3,a8cf7bfd d65f03c0,"}
"
55 4889e5 4883ec20 48897de8 8975e4 8955e0,a9bd7bfd 910003fd f9000fe0 b90017e1 b90013e2,"void quick_sort(int a[], int l, int u) {
"
8b45e4 3b45e0 7d45,b94017e1 b94013e0 6b00003f 5400024a,"  if (l < u) {
"
8b55e0 8b4de4 488b45e8 89ce 4889c7 e834000000 8945fc,b94013e2 b94017e1 f9400fe0 94000011 b9002fe0,"    j = partition(a, l, u);
"
8b45fc 8d50ff 8b4de4 488b45e8 89ce 4889c7 e8b8ffffff,b9402fe0 51000400 2a0003e2 b94017e1 f9400fe0 97ffffed,"    quick_sort(a, l, j - 1);
"
8b45fc 8d4801 8b55e0 488b45e8 89ce 4889c7 e8a1ffffff,b9402fe0 11000400 b94013e2 2a0003e1 f9400fe0 97ffffe7,"    quick_sort(a, j + 1, u);
"
90 c9 c3,d503201f a8c37bfd d65f03c0,"}
"
55 4889e5 48897de8 8975e4 8955e0,d10083ff f90007e0 b90007e1 b90003e2,"int partition(int a[], int l, int u) {
"
8b45e4 4898 488d148500000000 488b45e8 4801d0 8b00 8945f4,b98007e0 d37ef400 f94007e1 8b000020 b9400000 b90017e0,"  v = a[l];
"
8b45e4 8945fc,b94007e0 b9001fe0,"  i = l;
"
8b45e0 83c001 8945f8,b94003e0 11000400 b9001be0,"  j = u + 1;
"
8345fc01,b9401fe0 11000400 b9001fe0,"      i++;
"
8b45fc 4898 488d148500000000 488b45e8 4801d0 8b00 3945f4 7e08 8b45fc 3b45e0 7ed9,b9801fe0 d37ef400 f94007e1 8b000020 b9400000 b94017e1 6b00003f 540000ad b9401fe1 b94003e0 6b00003f 54fffe4d,"    while (a[i] < v && i <= u);
"
836df801,b9401be0 51000400 b9001be0,"      j--;
"
8b45f8 4898 488d148500000000 488b45e8 4801d0 8b00 3945f4 7ce1,b9801be0 d37ef400 f94007e1 8b000020 b9400000 b94017e1 6b00003f 54fffecb,"    while (v < a[j]);
"
8b45fc 3b45f8 7d5f,b9401fe1 b9401be0 6b00003f 540002ea,"    if (i < j) {
"
8b45fc 4898 488d148500000000 488b45e8 4801d0 8b00 8945f0,b9801fe0 d37ef400 f94007e1 8b000020 b9400000 b90013e0,"      temp = a[i];
"
8b45f8 4898 488d148500000000 488b45e8 4801d0 8b55fc 4863d2 488d0c9500000000 488b55e8 4801ca 8b00 8902,b9801be0 d37ef400 f94007e1 8b000021 b9801fe0 d37ef400 f94007e2 8b000040 b9400021 b9000001,"      a[i] = a[j];
"
8b45f8 4898 488d148500000000 488b45e8 4801c2 8b45f0 8902,b9801be0 d37ef400 f94007e1 8b000020 b94013e1 b9000001,"      a[j] = temp;
"
8b45fc 3b45f8 0f8c47ffffff,b9401fe1 b9401be0 6b00003f 54fff92b,"  } while (i < j);
"
8b45f8 4898 488d148500000000 488b45e8 4801d0 8b55e4 4863d2 488d0c9500000000 488b55e8 4801ca 8b00 8902,b9801be0 d37ef400 f94007e1 8b000021 b98007e0 d37ef400 f94007e2 8b000040 b9400021 b9000001,"  a[l] = a[j];
"
8b45f8 4898 488d148500000000 488b45e8 4801c2 8b45f4 8902,b9801be0 d37ef400 f94007e1 8b000020 b94017e1 b9000001,"  a[j] = v;
"
8b45f8,b9401be0,"  return (j);
"
5d c3 660f1f440000,910083ff d65f03c0,"}
"
55 4889e5,a9bf7bfd 910003fd,"{
"
bf04204000 e8dcfeffff,90000000 911fc000 97ffffb2,"    printf(""Enter information:\n"");
"
bf17204000 b800000000 e8ddfeffff,90000000 91202000 97ffffb7,"    printf(""Enter name: "");
"
be60404000 bf24204000 b800000000 e8d9feffff,b0000080 91012001 90000000 91206000 97ffffae,"    scanf(""%s"", s.name);
"
bf27204000 b800000000 e8bafeffff,90000000 91208000 97ffffaf,"    printf(""Enter roll number: "");
"
be94404000 bf3b204000 b800000000 e8b6feffff,b0000080 9101f001 90000000 9120e000 97ffffa6,"    scanf(""%d"", &s.roll);
"
bf3e204000 b800000000 e897feffff,90000000 91210000 97ffffa7,"    printf(""Enter marks: "");
"
be98404000 bf4c204000 b800000000 e893feffff,b0000080 91020001 90000000 91214000 97ffff9e,"    scanf(""%f"", &s.marks);
"
bf4f204000 e869feffff,90000000 91216000 97ffff97,"    printf(""Displaying Information:\n"");
"
bf67204000 b800000000 e86afeffff,90000000 9121c000 97ffff9c,"    printf(""Name: "");
"
bf60404000 e850feffff,b0000080 91012000 97ffff91,"    puts(s.name);
"
8b05ae2e0000 89c6 bf6e204000 b800000000 e849feffff,b0000080 91012000 b9403400 2a0003e1 90000000 9121e000 97ffff92,"    printf(""Roll number: %d\n"",s.roll);
"
f30f1005992e0000 660fefc9 f30f5ac8 66480f7ec8 66480f6ec0 bf7f204000 b801000000 e820feffff,b0000080 91012000 bd403800 1e22c000 90000000 91224000 97ffff8b,"    printf(""Marks: %.1f\n"", s.marks);
"
b800000000,52800000,"    return 0;
"
5d c3 660f1f840000000000,a8c17bfd d65f03c0,"}
"
55 4889e5 53 4883ec38 4889e0 4889c3,a9bb7bfd 910003fd f9000bf3 910003e8 aa0803f3,"int main() {
"
c745e003000000 c745dc04000000,52800068 b90043a8 52800088 b9003fa8,"    int r = 3, c = 4, i, j, count;
"
8b45e0 4863d0 4883ea01 488955d0 4863d0 4989d0 41b900000000 4863d0 4889d6 bf00000000 4898 488d14c500000000 b810000000 4883e801 4801d0 b910000000 ba00000000 48f7f1 486bc010 4829c4 4889e0 4883c007 48c1e803 48c1e003 488945c8,b94043a8 93407d09 d1000529 f9001ba9 93407d09 aa0903e6 d2800007 d37afcc9 d37ae4e3 aa030123 d37ae4c2 93407d02 aa0203e4 d2800005 d37afc82 d37ae4a1 aa010041 d37ae480 93407d00 d37df000 91003c00 d344fc00 d37cec00 cb2063ff 910003e0 91001c00 d343fc00 d37df000 f90017a0,"    int * arr[r];
"
c745ec00000000 eb26 8345ec01 8b45ec 3b45e0 7cd2,b9004fbf 1400000b b9404fa0 11000400 b9004fa0 b9404fa1 b94043a0 6b00003f 54fffe6b,"    for (i = 0; i < r; i++)
"
8b45dc 4898 48c1e002 4889c7 e871feffff 4889c1 488b45c8 8b55ec 4863d2 48890cd0,b9803fa0 d37ef400 97ffff84 aa0003e2 f94017a0 b9804fa1 f8217802,"        arr[i] = (int * ) malloc(c * sizeof(int));
"
c745e400000000,b90047bf,"    count = 0;
"
c745ec00000000 eb3d 8345ec01 8b45ec 3b45e0 7cbb,b9004fbf 14000018 b9404fa0 11000400 b9004fa0 b9404fa1 b94043a0 6b00003f 54fffccb,"    for (i = 0; i < r; i++)
"
c745e800000000 eb28 8345e801 8b45e8 3b45dc 7cd0,b9004bbf 1400000f b9404ba0 11000400 b9004ba0 b9404ba1 b9403fa0 6b00003f 54fffdeb,"        for (j = 0; j < c; j++)
"
8345e401 488b45c8 8b55ec 4863d2 488b04d0 8b55e8 4863d2 48c1e202 4801c2 8b45e4 8902,b94047a0 11000400 b90047a0 f94017a0 b9804fa1 f8617801 b9804ba0 d37ef400 8b000020 b94047a1 b9000001,"            arr[i][j] = ++count; // Or *(*(arr+i)+j) = ++count 
"
c745ec00000000 eb47 8345ec01 8b45ec 3b45e0 7cb1,b9004fbf 14000018 b9404fa0 11000400 b9004fa0 b9404fa1 b94043a0 6b00003f 54fffccb,"    for (i = 0; i < r; i++)
"
c745e800000000 eb32 8345e801 8b45e8 3b45dc 7cc6,b9004bbf 1400000f b9404ba0 11000400 b9004ba0 b9404ba1 b9403fa0 6b00003f 54fffdeb,"        for (j = 0; j < c; j++)
"
488b45c8 8b55ec 4863d2 488b04d0 8b55e8 4863d2 48c1e202 4801d0 8b00 89c6 bf04204000 b800000000 e8affdffff,f94017a0 b9804fa1 f8617801 b9804ba0 d37ef400 8b000020 b9400000 2a0003e1 90000000 9122c000 97ffff58,"            printf(""%d "", arr[i][j]);
"
b800000000 4889dc,52800000 9100027f,"    return 0;
"
488b5df8 c9 c3 660f1f840000000000,910003bf f9400bf3 a8c57bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"int main(){
"
c745fc01000000,52800020 b9001fe0,"	int num, i = 1;
"
bf08204000 e8d1feffff,90000000 911e6000 97ffffb0,"    printf(""Enter a number to calculate the multiplication table up to 10:\n"");
"
488d45f8 4889c6 bf47204000 b800000000 e8dbfeffff,910063e0 aa0003e1 90000000 911f6000 97ffffaf,"	scanf(""%d"", &num);
"
c745fc01000000 eb24 8345fc01 837dfc0a 7ed6,52800020 b9001fe0 1400000d b9401fe0 11000400 b9001fe0 b9401fe0 7100281f 54fffe4d,"	for(i = 1; i <= 10; i++){
"
8b45f8 0faf45fc 89c1 8b55f8 8b45fc 89c6 bf4a204000 b800000000 e8a2feffff,b9401be2 b9401be1 b9401fe0 1b007c20 2a0003e3 b9401fe1 90000000 911f8000 97ffffa7,"		printf(""%d x %d = %d\n"", i, num, num * i);
"
b800000000,52800000,"	return 0;
"
c9 c3 90,a8c27bfd d65f03c0,}
55 4889e5 4883ec20,a9bd7bfd 910003fd,"int main() {
"
bf08204000 e8d8feffff,90000000 911fe000 97ffffb2,"   printf(""Enter two numbers :\n"");
"
488d55e4 488d45e8 4889c6 bf1c204000 b800000000 e8defeffff,910053e1 910063e0 aa0103e2 aa0003e1 90000000 91204000 97ffffaf,"   scanf(""%d%d"", & number1, & number2);
"
8b55e8 8b45e4 01d0 8945fc,b9401be1 b94017e0 0b000020 b9002fe0,"   addition = number1 + number2;
"
8b55e8 8b45e4 29c2 8955f8,b9401be1 b94017e0 4b000020 b9002be0,"   subtraction = number1 - number2;
"
8b55e8 8b45e4 0fafc2 8945f4,b9401be1 b94017e0 1b007c20 b90027e0,"   multiplication = number1 * number2;
"
8b45e8 8b4de4 99 f7f9 8945f0,b9401be1 b94017e0 1ac00c20 b90023e0,"   division = number1 / number2;
"
8b45e8 8b4de4 99 f7f9 8955ec,b9401be0 b94017e1 1ac10c02 1b017c41 4b010000 b9001fe0,"   modulo = number1 % number2;
"
8b45fc 89c6 bf28204000 b800000000 e880feffff,b9402fe1 90000000 91206000 97ffff99,"   printf(""Addition of number 1 and number 2 : %d\n"", addition);
"
8b45f8 89c6 bf50204000 b800000000 e86cfeffff,b9402be1 90000000 91210000 97ffff95,"   printf(""Subtraction of number 1 and number 2 : %d\n"", subtraction);
"
8b45f4 89c6 bf80204000 b800000000 e858feffff,b94027e1 90000000 9121c000 97ffff91,"   printf(""Multiplication of number 1 and number 2 : %d\n"", multiplication);
"
8b45f0 89c6 bfb0204000 b800000000 e844feffff,b94023e1 90000000 91228000 97ffff8d,"   printf(""Division of number 1 and number 2 : %d\n"", division);
"
8b45ec 89c6 bfd8204000 b800000000 e830feffff,b9401fe1 90000000 91232000 97ffff89,"   printf(""Modulo of number 1 and number 2 : %d\n"", modulo);
"
b800000000,52800000,"   return 0;
"
c9 c3 660f1f840000000000,a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{ int a,b,t;
"
bf04204000 b800000000 e8e3feffff,90000000 911d2000 97ffffb6,"printf(""Enter two Numbers : "");
"
488d55f4 488d45f8 4889c6 bf19204000 b800000000 e8d9feffff,910053e1 910063e0 aa0103e2 aa0003e1 90000000 911d8000 97ffffab,"scanf(""%d %d"",&a,&b);
"
8b45f4 8945fc,b94017e0 b9001fe0,"t=b;
"
8b45f8 8945f4,b9401be0 b90017e0,"b=a;
"
8b45fc 8945f8,b9401fe0 b9001be0,"a=t;
"
8b55f4 8b45f8 89c6 bf1f204000 b800000000 e8a0feffff,b9401be0 b94017e1 2a0103e2 2a0003e1 90000000 911da000 97ffffa2,"printf(""Swap is %d %d"",a,b);
"
90 c9 c3 662e0f1f840000000000 0f1f00,d503201f a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
c745fc00000000,b9001fff,"  int rem = 0;
"
488d45f8 4889c6 bf04204000 b800000000 e8e5feffff,910063e0 aa0003e1 90000000 911d8000 97ffffaf,"  scanf (""%d"", &t);
"
eb3a 8b45f8 8d50ff 8955f8 85c0 75b9,14000012 b9401be0 51000401 b9001be1 7100001f 54fffd61,"  while (t--)
"
488d55f0 488d45f4 4889c6 bf07204000 b800000000 e8c9feffff,910043e1 910053e0 aa0103e2 aa0003e1 90000000 911da000 97ffffa7,"      scanf (""%d%d"",&A,&B);
"
8b45f4 8b4df0 99 f7f9 8955fc,b94017e0 b94013e1 1ac10c02 1b017c41 4b010000 b9001fe0,"      rem = A % B;
"
8b45fc 89c6 bf0c204000 b800000000 e899feffff,b9401fe1 90000000 911dc000 97ffffa1,"      printf(""%d\n"", rem);
"
b800000000,52800000,"  return 0;
"
c9 c3 0f1f440000,a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec20,a9bd7bfd 910003fd,"{
"
bf08204000 e8d8feffff,90000000 91206000 97ffffb2,"	printf(""Select your choice: \n"");
"
bf1d204000 e8cefeffff,90000000 9120c000 97ffffaf,"	printf(""1. Celcius to Fahrenheit\n"");
"
bf36204000 e8c4feffff,90000000 91214000 97ffffac,"	printf(""2. Fahrenheit to Celcius\n"");
"
bf4f204000 b800000000 e8c5feffff,90000000 9121c000 97ffffb1,"	printf(""Enter your choice: "");
"
488d45e4 4889c6 bf63204000 b800000000 e8bffeffff,910053e0 aa0003e1 90000000 91222000 97ffffa8,"	scanf(""%d"", &choice);
"
8b45e4 83f801 740a 83f802 7442 e986000000,b94017e0 7100041f 54000080 7100081f 54000200 1400001f,"	switch(choice)
"
bf68204000 b800000000 e88efeffff,90000000 91224000 97ffffa3,"			printf(""Enter the temperature in Celcius: "");
"
488d45f0 4889c6 bf8b204000 b800000000 e888feffff,910083e0 aa0003e1 90000000 9122e000 97ffff9a,"			scanf(""%lf"", &c);
"
f20f104df0 f20f10051b0f0000 f20f58c1 f20f1145f8,fd4013e0 d2e80800 9e670001 1e612800 fd0017e0,"			result = (9 / 5) * c + 32;
"
eb53,14000014,"			break;
"
bf90204000 b800000000 e851feffff,90000000 91230000 97ffff95,"			printf(""Enter the temperature in Fahrenheit: "");
"
488d45e8 4889c6 bf8b204000 b800000000 e84bfeffff,910063e0 aa0003e1 90000000 9122e000 97ffff8c,"			scanf(""%lf"", &f);
"
f20f1045e8 f20f1015de0e0000 660f28c8 f20f5cca 660fefc0 f20f59c1 f20f1145f8,fd400fe0 d2e80800 9e670001 1e613800 2f00e401 1e610800 fd0017e0,"			result = (5 / 9) * (f - 32);
"
eb0a,14000004,"			break;
"
bfb6204000 e8fdfdffff,90000000 9123a000 97ffff7d,"			printf(""Invalid case!\n"");
"
488b45f8 66480f6ec0 bfc8204000 b801000000 e8f5fdffff,fd4017e0 90000000 9123e000 97ffff81,"	printf(""The resultant temperature is: %lf"", result);
"
b800000000,52800000,"	return 0;
"
c9 c3 662e0f1f840000000000 0f1f4000,a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
c745fc01000000 eb2d 8345fc01 837dfc05 7ecd,52800020 b9001fe0 14000012 b9401fe0 11000400 b9001fe0 b9401fe0 7100141f 54fffdad,"	for(i=1;i<=5;i++)
"
c745f801000000 eb0e 8345f801 8b45f8 3b45fc 7eea,52800020 b9001be0 14000006 b9401be0 11000400 b9001be0 b9401be1 b9401fe0 6b00003f 54ffff0d,"		for(j=1;j<=i;j++)
"
bf2a000000 e8d6feffff,52800540 97ffffb1,"			printf(""*"");
"
bf0a000000 e8c0feffff,52800140 97ffffa8,"		printf(""\n"");
"
c745fc01000000 eb55 8345fc01 837dfc05 7ea5,52800020 b9001fe0 14000020 b9401fe0 11000400 b9001fe0 b9401fe0 7100141f 54fffbed,"	for (i=1;i<=5;i++)
"
8b45fc 8945f8 eb0e 8345f801 837df804 7eec,b9401fe0 b9001be0 14000006 b9401be0 11000400 b9001be0 b9401be0 7100101f 54ffff2d,"		for (j=i;j<5;j++)
"
bf20000000 e89bfeffff,52800400 97ffff9a,"		    printf("" "");
"
c745f401000000 eb18 8345f401 8b45fc 01c0 3945f4 7cde,52800020 b90017e0 14000008 b94017e0 11000400 b90017e0 b9401fe0 531f7800 b94017e1 6b00003f 54fffeab,"		for (k=1;k<(i*2);k++)
"
8b45f4 89c6 bf04204000 b800000000 e884feffff,b94017e1 90000000 9121c000 97ffff89,"		    printf(""%d"",k);
"
bf0a000000 e85cfeffff,52800140 97ffff83,"        printf(""\n"");
"
c745fc04000000 eb58 836dfc01 837dfc00 7fa2,52800080 b9001fe0 14000021 b9401fe0 51000400 b9001fe0 b9401fe0 7100001f 54fffbcc,"    for (i=4;i>=1;i--)
"
c745f805000000 eb0e 836df801 8b45f8 3b45fc 7fea,528000a0 b9001be0 14000006 b9401be0 51000400 b9001be0 b9401be1 b9401fe0 6b00003f 54ffff0c,"		for (j=5;j>i;j--)
"
bf20000000 e836feffff,52800400 97ffff75,"		    printf("" "");
"
c745f401000000 eb18 8345f401 8b45fc 01c0 3945f4 7cde,52800020 b90017e0 14000008 b94017e0 11000400 b90017e0 b9401fe0 531f7800 b94017e1 6b00003f 54fffeab,"		    for (k=1;k<(i*2);k++)
"
8b45f4 89c6 bf04204000 b800000000 e81dfeffff,b94017e1 90000000 9121c000 97ffff63,"		    printf(""%d"",k);
"
bf0a000000 e8f5fdffff,52800140 97ffff5d,"        printf(""\n"");
"
b800000000,52800000,"	return 0;
"
c9 c3 0f1f4000,a8c27bfd d65f03c0,"}
"
55 4889e5 48897de8 488975e0,d10083ff f90007e0 f90003e1,"int SubString(char *haystack, char *needle ){
"
c745fc00000000,b9001fff,"	int bigIndex = 0;
"
c745f800000000,b9001bff,"	int littleIndex = 0;
"
eb56 8b45fc 4863d0 488b45e8 4801d0 0fb600 84c0 75b8,1400001e b9801fe0 f94007e1 8b000020 39400000 7100001f 54fffd41,"	while (haystack[bigIndex] != '\0'){
"
8b45f8 4898 488d5001 488b45e0 4801d0 0fb600 84c0 7507,b9801be0 91000400 f94003e1 8b000020 39400000 7100001f 54000061,"			if (needle[littleIndex + 1] == '\0')
"
b801000000 eb51,52800020 1400001c,"				return (1);
"
8345f801,b9401be0 11000400 b9001be0,"			littleIndex++;
"
8b55fc 8b45f8 01d0 4863d0 488b45e8 4801d0 0fb610 8b45f8 4863c8 488b45e0 4801c8 0fb600 38c2 74b5,b9401fe1 b9401be0 0b000020 93407c00 f94007e1 8b000020 39400001 b9801be0 f94003e2 8b000040 39400000 6b00003f 54fffd00,"		while (haystack[bigIndex + littleIndex] == needle[littleIndex]){
"
c745f800000000,b9001bff,"		littleIndex = 0;\
"
8345fc01,b9401fe0 11000400 b9001fe0,"		bigIndex++;
"
b800000000,52800000,"	return (0);
"
5d c3,910083ff d65f03c0,"}
"
55 4889e5 4881ece0000000,a9b27bfd 910003fd,"int main(){
"
bf08204000 b800000000 e853feffff,90000000 91212000 97ffff8e,"	printf(""Please enter your Haystack string (< 100 characters): "");
"
488d8520ffffff 4889c6 bf3f204000 b800000000 e84afeffff,910043e0 aa0003e1 90000000 91220000 97ffff85,"	scanf(""%s"", haystack);
"
bf48204000 b800000000 e82bfeffff,90000000 91222000 97ffff86,"	printf(""Please enter your Needle string (< 100 characters): "");
"
488d4590 4889c6 bf3f204000 b800000000 e825feffff,9101e3e0 aa0003e1 90000000 91220000 97ffff7d,"	scanf(""%s"", needle);
"
488d5590 488d8520ffffff 4889d6 4889c7 e805ffffff 85c0 740c,9101e3e1 910043e0 97ffffc0 7100001f 540000a0,"	if (SubString(haystack, needle))
"
bf7d204000 e8e1fdffff eb0a,90000000 91230000 97ffff71 14000004,"		printf(""Needle was found in Haystack!\n"");
"
bf9b204000 e8d5fdffff,90000000 91238000 97ffff6d,"		printf(""Needle not found in Haystack\n"");
"
b800000000,52800000,"	return (0);
"
c9 c3 662e0f1f840000000000 0f1f4000,a8ce7bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
c745fc05000000 c745f80a000000,528000a0 b9001fe0 52800140 b9001be0,"	int num1=5, num2=10;
"
488d55f8 488d45fc 4889c6 bf08204000 b800000000 e8dafeffff,910063e1 910073e0 aa0103e2 aa0003e1 90000000 911c8000 97ffffaa,"	printf(""The numbers are: %d and %d"", &num1,&num2);
"
8b55fc 8b45f8 01d0 8945fc,b9401fe1 b9401be0 0b000020 b9001fe0,"	num1=num1+num2; //num1=15 and num2=10
"
8b55fc 8b45f8 29c2 8955f8,b9401fe1 b9401be0 4b000020 b9001be0,"	num2=num1-num2; //num1=15 and num2=5
"
8b55fc 8b45f8 29c2 8955fc,b9401fe1 b9401be0 4b000020 b9001fe0,"	num1=num1-num2; //num1=10 and num2=5
"
488d55f8 488d45fc 4889c6 bf28204000 b800000000 e89ffeffff,910063e1 910073e0 aa0103e2 aa0003e1 90000000 911d0000 97ffff97,"	printf(""The numbers have been swapped with new positions: %d and %d"", &num1,&num2);
"
b800000000,52800000,"	return 0;
"
c9 c3 0f1f840000000000,a8c27bfd d65f03c0,}
55 4889e5 48897de8 488975e0,d10083ff f90007e0 f90003e1,"void swap_ref(int* a, int* b){
"
488b45e8 8b00 8945fc,f94007e0 b9400000 b9001fe0," int temp = *a;
"
